id_cliente,nombre,edad,genero,ciudad,distrito,fecha_registro,canal_preferido,segmento
C07712,José Ángel Revilla-Valcárcel,45.0,F,Trujillo,Victor Larco,2024-11-03,Tienda,Masivo
C00363,Fabián Seco,35.0,M,Cusco,Cusco,2024-11-03,Tienda,Masivo
C06659,Hilario Martínez,41.0,M,Lima,Miraflores,2024-11-03,Tienda,Masivo
C12925,Fito Manzanares Salgado,24.0,F,Lima,Miraflores,2024-11-03,Tienda,Masivo
C02463,Martin Pulido-Prada,57.0,F,Lima,San Isidro,2024-11-03,Tienda,Masivo
C04198,Efraín Oliveras Bellido,39.0,M,Lima,Ate,2024-11-03,Tienda,Preferente
C04055,Apolinar Ortiz Esteban,31.0,F,Cusco,San Jeronimo,2024-11-03,Tienda,Masivo
C09239,Leyre Gimenez-Blasco,40.0,M,Trujillo,La Esperanza,2024-11-04,App,Masivo
C10521,Eustaquio Acero Arnal,35.0,F,Lima,Miraflores,2024-11-04,Tienda,Masivo
C11020,Leyre Saez Lerma,61.0,M,Trujillo,El Porvenir,2024-11-04,Tienda,Preferente
C14799,Cristóbal Solís Carrera,60.0,M,Lima,Los Olivos,2024-11-05,Tienda,Masivo
C08589,Pastora Marqués Jaume,28.0,M,Lima,San Isidro,2024-11-05,Web,Masivo
C05357,Timoteo Fernández Palau,32.0,F,Lima,San Isidro,2024-11-05,Tienda,Premium
C09191,Silvestre Tamayo Bernad,54.0,F,Cusco,Cusco,2024-11-05,Web,Masivo
C10518,Eustaquio Fábregas Ramírez,27.0,F,Lima,Comas,2024-11-05,App,Masivo
C06642,Felix Garay Alcolea,37.0,F,Arequipa,Socabaya,2024-11-05,Tienda,Masivo
C02339,Felipe Flor Guijarro,36.0,M,Lima,Surco,2024-11-05,Tienda,Preferente
C09087,Pía Duque Oller,37.0,F,Lima,Comas,2024-11-05,Web,Preferente
C08993,Lorenza Angulo,34.0,M,Lima,Surco,2024-11-05,Web,Masivo
C00230,Manu Bastida-Márquez,42.0,M,Piura,Catacaos,2024-11-05,Web,Masivo
C04908,Marta del Coello,39.0,F,Cusco,San Sebastian,2024-11-05,Tienda,Premium
C12073,Paula Barrera,64.0,F,Lima,Los Olivos,2024-11-05,Tienda,Masivo
C00826,Fito Puente Rodriguez,26.0,M,Lima,Miraflores,2024-11-05,,Masivo
C08389,Perlita Casals-Hoz,35.0,F,Arequipa,Cayma,2024-11-06,Tienda,Masivo
C13361,Florentina Abril Aranda,54.0,F,Lima,Ate,2024-11-06,Tienda,Masivo
C06905,Laura Uriarte Mayo,29.0,M,Lima,Comas,2024-11-06,Tienda,Premium
C12577,Aarón Alegre Higueras,22.0,M,Piura,Piura,2024-11-07,,Masivo
C10716,Eusebio de España,33.0,M,Lima,Los Olivos,2024-11-07,Web,Masivo
C05958,Abilio Rocha Mendoza,31.0,F,Lima,Miraflores,2024-11-07,Tienda,Preferente
C00993,Susanita Barragán Benavente,21.0,M,Lima,Miraflores,2024-11-07,Tienda,Masivo
C01921,Manu Alcántara Jiménez,37.0,F,Trujillo,Victor Larco,2024-11-07,Tienda,Masivo
C05619,Paulina Diego Toledo,32.0,M,Lima,Ate,2024-11-08,Tienda,Masivo
C06755,Viviana Marcia Arteaga Guardia,44.0,F,Trujillo,Trujillo,2024-11-08,App,Masivo
C03389,Olga Canet Barral,40.0,M,Trujillo,Victor Larco,2024-11-08,Tienda,Masivo
C11038,Regina Herrero,18.0,M,Lima,Miraflores,2024-11-08,App,Masivo
C09684,Gaspar Dalmau-Cabello,38.0,F,Arequipa,Cayma,2024-11-08,Tienda,Masivo
C08347,Jessica Llano Sarmiento,39.0,F,Trujillo,El Porvenir,2024-11-08,App,Masivo
C05838,Ciro Mascaró,69.0,M,Lima,Comas,2024-11-08,Web,Masivo
C11434,Ema Guardiola Rivero,39.0,F,Piura,Castilla,2024-11-09,Tienda,Masivo
C00749,Teobaldo Gual,49.0,F,Cusco,Cusco,2024-11-09,Web,Masivo
C10137,Adelina Carlos Salvà,58.0,F,Lima,Los Olivos,2024-11-09,Tienda,Masivo
C03421,Valeria Reina-Haro,42.0,M,Lima,Ate,2024-11-09,Tienda,Preferente
C12772,Lino del Corral,51.0,F,Lima,Ate,2024-11-09,Tienda,Masivo
C05767,Gonzalo Gutierrez Pacheco,30.0,F,Lima,San Isidro,2024-11-09,Tienda,Preferente
C14544,Marco Pina Benítez,51.0,F,Arequipa,Yanahuara,2024-11-09,App,Premium
C06372,Pastor Benavente Valenciano,18.0,F,Lima,Los Olivos,2024-11-09,Web,Masivo
C10721,Elvira Plana,27.0,M,Lima,Comas,2024-11-10,Web,Masivo
C09441,Armando Vazquez,,F,Lima,Ate,2024-11-10,Web,Masivo
C03809,Zaira Dávila Rodrigo,34.0,M,Lima,Los Olivos,2024-11-10,Tienda,Masivo
C05355,Amor Vilar,31.0,F,Piura,Catacaos,2024-11-10,Tienda,Masivo
C09211,Mayte Caro Manso,47.0,F,Arequipa,Cercado,2024-11-10,Tienda,Masivo
C02872,Carlito Capdevila Serra,48.0,M,Arequipa,Cercado,2024-11-10,Tienda,Masivo
C08175,María Jesús Marcos Tomás,42.0,M,Lima,San Isidro,2024-11-10,App,Masivo
C07806,Apolonia Aznar Ruiz,38.0,No especificado,Lima,Los Olivos,2024-11-10,Tienda,Masivo
C00195,Fortunata Guerrero Lopez,43.0,F,Cusco,Wanchaq,2024-11-11,App,Preferente
C02157,Sarita Polo Montesinos,24.0,M,Trujillo,El Porvenir,2024-11-11,Tienda,Preferente
C14733,Ángel Solé-Revilla,26.0,M,Trujillo,Victor Larco,2024-11-11,Web,Masivo
C09271,Josué Guzman Hidalgo,42.0,F,Arequipa,Socabaya,2024-11-11,Tienda,Preferente
C06702,Santos Pinto Giménez,47.0,F,Piura,Piura,2024-11-11,Tienda,Masivo
C01506,Andrés Felipe Moraleda,49.0,M,Lima,San Isidro,2024-11-11,Web,Masivo
C05112,Toni Fiol Ramirez,51.0,M,Piura,Catacaos,2024-11-11,Tienda,Masivo
C10237,Esmeralda Lamas Ayllón,64.0,F,Lima,Ate,2024-11-12,Tienda,Masivo
C14495,Micaela Lasa Figueras,39.0,F,Lima,Surco,2024-11-12,Tienda,Masivo
C10102,Itziar Acero Campoy,37.0,F,Piura,Catacaos,2024-11-12,Tienda,Masivo
C10807,Ainara Cifuentes Escribano,29.0,F,Lima,Comas,2024-11-12,Web,Masivo
C11779,Seve del Zamora,21.0,F,Lima,Ate,2024-11-12,Tienda,Masivo
C04615,Juan Manuel Borrego Ferrández,40.0,M,Trujillo,El Porvenir,2024-11-12,Tienda,Masivo
C13137,Abel Pol Julián,54.0,F,Piura,Catacaos,2024-11-12,App,Masivo
C12564,Abril Maribel Galan Franch,59.0,No especificado,Cusco,San Sebastian,2024-11-12,Tienda,Masivo
C06136,Diana Carreras Pablo,35.0,F,Lima,Comas,2024-11-12,Tienda,Preferente
C00185,Lorenza Gárate Corominas,25.0,F,Arequipa,Cercado,2024-11-12,Tienda,Preferente
C08506,Dimas Alegria Tudela,22.0,F,Arequipa,Cayma,2024-11-13,Web,Preferente
C01805,Pili del Perelló,35.0,F,Piura,,2024-11-13,App,Masivo
C10325,Chucho Sanz Castillo,54.0,M,Trujillo,Trujillo,2024-11-13,Tienda,Masivo
C14906,Noemí Cid Llanos,53.0,F,Trujillo,Victor Larco,2024-11-13,Tienda,Premium
C09682,Cesar Tomás Carbó,46.0,M,Lima,Comas,2024-11-13,App,Preferente
C12297,Salomón Rodrigo-Rosselló,40.0,F,Lima,Ate,2024-11-13,App,Masivo
C14291,María Domingo Mayol Acosta,20.0,M,Trujillo,Trujillo,2024-11-13,App,Masivo
C10548,Dorotea Antón-Manzanares,36.0,M,Lima,Los Olivos,2024-11-14,Web,Masivo
C09583,Amelia Seco Real,41.0,M,Arequipa,Yanahuara,2024-11-14,Tienda,Preferente
C12946,Oriana Sáez Gutierrez,51.0,F,Piura,Veintiseis de Octubre,2024-11-14,Web,Masivo
C13539,Albano Uría Neira,18.0,M,Arequipa,Socabaya,2024-11-14,Tienda,Masivo
C14151,Marita Pereira Herrero,51.0,F,Arequipa,Socabaya,2024-11-14,Web,Masivo
C07520,Emigdio Flor Echevarría,25.0,F,Piura,Catacaos,2024-11-14,Tienda,Masivo
C00868,Maite Barceló Guardia,29.0,F,Lima,Ate,2024-11-14,Tienda,Preferente
C13836,Santiago Alejo Isern Marti,19.0,F,Arequipa,Cercado,2024-11-14,Tienda,Masivo
C11496,Máxima de Medina,21.0,F,Lima,Los Olivos,2024-11-14,Web,Preferente
C04911,Alex Almansa Rovira,35.0,M,Arequipa,Cercado,2024-11-14,Tienda,Premium
C02654,Baldomero Rodriguez Moll,31.0,M,Lima,Miraflores,2024-11-14,Web,Masivo
C13759,Cloe Marita Marcos Hernando,34.0,M,Trujillo,Trujillo,2024-11-14,Tienda,Masivo
C13711,Eva Oliver-Tenorio,33.0,M,Arequipa,Yanahuara,2024-11-14,Web,Preferente
C08018,Eleuterio Muro Batlle,48.0,M,Arequipa,Cayma,2024-11-15,Tienda,Masivo
C00908,Rosario Cal Ripoll,46.0,F,Trujillo,La Esperanza,2024-11-15,Tienda,Premium
C01956,Bárbara Huguet Fortuny,40.0,M,Piura,Piura,2024-11-15,Tienda,Preferente
C14190,Cesar Solano Amat,43.0,M,Lima,Ate,2024-11-15,Web,Masivo
C06951,Sandra Ricarda Polo Montoya,34.0,M,Lima,Los Olivos,2024-11-16,Web,Masivo
C04621,Alfonso Frutos Múñiz,22.0,F,Piura,Catacaos,2024-11-16,Tienda,Preferente
C13479,Leoncio Abril Rodriguez,25.0,M,Lima,San Isidro,2024-11-16,Tienda,Preferente
C00117,Régulo Collado Sanjuan,28.0,M,Lima,San Isidro,2024-11-16,App,Premium
C05742,Teo Sarabia Portero,44.0,No especificado,Lima,San Isidro,2024-11-16,Tienda,Masivo
C02400,Dionisia Jimenez Ferrera,69.0,F,Lima,San Isidro,2024-11-16,Web,Masivo
C05956,Marino Esteban,33.0,F,Lima,Comas,2024-11-16,App,Masivo
C11599,Florencio Alfonso-Camino,48.0,F,Lima,Surco,2024-11-16,App,Preferente
C05802,Ani Blanca Montalbán,22.0,M,Trujillo,El Porvenir,2024-11-16,App,Masivo
C10121,Esperanza Páez,43.0,M,Lima,Miraflores,2024-11-17,Tienda,Preferente
C03460,Elodia Leyre Anglada Sancho,48.0,M,Cusco,Cusco,2024-11-17,Tienda,Masivo
C02174,Fabricio Chico Jordán,18.0,F,Piura,Castilla,2024-11-17,Tienda,Premium
C07127,Eva María Guerra Cuervo,54.0,F,Lima,Comas,2024-11-17,Tienda,Masivo
C12892,Francisco Javier Carlito Vilalta Santamaría,36.0,F,Lima,Surco,2024-11-17,Web,Preferente
C02581,Eduardo López,18.0,M,Lima,Comas,2024-11-17,App,Masivo
C02186,Bruno Campoy Perez,47.0,M,Lima,Surco,2024-11-18,Web,Masivo
C14234,Guiomar Feliciano Casals Priego,42.0,F,Lima,Surco,2024-11-18,Tienda,Preferente
C01513,Diana de Juan,18.0,M,Lima,Ate,2024-11-18,Web,Masivo
C11003,Ainara Flores Morán,39.0,F,Lima,Surco,2024-11-18,,Preferente
C00182,Asdrubal Fuertes Campos,23.0,M,Arequipa,Socabaya,2024-11-18,Tienda,Premium
C12144,Eladio Vera Araujo,52.0,M,Piura,Piura,2024-11-19,Web,Preferente
C03153,Dorotea Leiva Mata,53.0,M,Lima,Ate,2024-11-19,App,Masivo
C02467,Odalys Bárcena Cabrero,46.0,F,Lima,Surco,2024-11-19,App,Preferente
C10317,Adolfo Ramos Gimenez,58.0,F,Piura,Piura,2024-11-19,Web,Masivo
C06074,Etelvina Lillo Olivé,53.0,M,Lima,Surco,2024-11-19,App,Masivo
C08481,Casemiro Reyes,31.0,M,Trujillo,Victor Larco,2024-11-19,App,Premium
C03525,Leyre Oller Alberdi,37.0,F,Lima,Comas,2024-11-19,Web,Masivo
C04318,Cruz de Prado,26.0,F,Trujillo,El Porvenir,2024-11-19,App,Masivo
C11075,José Manuel Arce Rodríguez,45.0,F,Lima,Surco,2024-11-20,Tienda,Masivo
C03068,Natalia Solano Batlle,26.0,M,Lima,Comas,2024-11-20,Web,Premium
C00438,Custodia Casandra Amat Valenciano,46.0,F,Lima,Los Olivos,2024-11-20,App,Masivo
C00645,Almudena Adán Rius,,F,Cusco,Cusco,2024-11-20,Web,Masivo
C03940,Diana Pla Marí,32.0,M,Lima,San Isidro,2024-11-21,Tienda,Masivo
C02401,Albina Dávila-Fuentes,65.0,F,Arequipa,Cercado,2024-11-21,Tienda,Masivo
C14416,Borja Codina Yáñez,42.0,F,Cusco,San Sebastian,2024-11-21,Tienda,Masivo
C03073,Ildefonso Cuadrado Palau,36.0,M,Trujillo,El Porvenir,2024-11-21,Tienda,Masivo
C11927,Tito Oller Lillo,40.0,M,Piura,Catacaos,2024-11-21,Web,Preferente
C02741,Edelmiro Solé Quevedo,52.0,M,Cusco,Cusco,2024-11-21,Web,Masivo
C08156,Agapito Herrera Oller,46.0,M,Lima,Miraflores,2024-11-21,App,Preferente
C00346,Reina Criado Arroyo,19.0,F,Cusco,San Sebastian,2024-11-21,App,Masivo
C07648,Ágata Madrid Noguera,50.0,F,Lima,,2024-11-21,Tienda,Preferente
C14355,Yésica Nuñez Sancho,23.0,F,Trujillo,Victor Larco,2024-11-21,Web,Preferente
C08017,Benito Iglesia Palomares,18.0,F,Lima,Los Olivos,2024-11-22,Tienda,Masivo
C11630,Rosalva del Salmerón,18.0,F,Cusco,San Jeronimo,2024-11-22,Tienda,Masivo
C02953,Rómulo Tapia Yáñez,45.0,F,Piura,Catacaos,2024-11-22,Tienda,Masivo
C03038,Reynaldo Alarcón Aguiló,48.0,M,Lima,Surco,2024-11-22,Web,Masivo
C01913,Moreno Uriarte,45.0,M,Piura,Catacaos,2024-11-22,Tienda,Premium
C10133,Ale Domínguez Balaguer,31.0,M,Arequipa,Cayma,2024-11-22,Web,Masivo
C08973,Teófila Carnero Almansa,50.0,M,Lima,Los Olivos,2024-11-22,App,Preferente
C14599,Celso Balaguer Mercader,50.0,F,Arequipa,Socabaya,2024-11-22,Tienda,Masivo
C13852,Sebastián Santamaria-Lara,28.0,F,Lima,Miraflores,2024-11-22,Tienda,Masivo
C10788,Emilio Roldán Parejo,29.0,M,Lima,Ate,2024-11-22,Tienda,Premium
C04865,Azucena Chico Ballesteros,,M,Cusco,Wanchaq,2024-11-23,Tienda,Masivo
C12600,Genoveva Rosa Pacheco,51.0,M,Trujillo,Trujillo,2024-11-23,Tienda,Preferente
C02816,Melania Marcos Murcia,24.0,F,Lima,Comas,2024-11-23,App,Masivo
C00211,Febe Figuerola Reyes,27.0,F,Lima,Ate,2024-11-23,Web,Preferente
C01800,Caridad Capdevila Ribas,43.0,M,Lima,,2024-11-23,Tienda,Masivo
C12462,José Roselló Sans,24.0,F,Arequipa,Cercado,2024-11-23,Web,Preferente
C00422,Rufino Arnau-Busquets,35.0,F,Cusco,San Jeronimo,2024-11-23,Tienda,Preferente
C10476,Adrián Eustaquio Agudo Ramirez,28.0,F,Cusco,San Jeronimo,2024-11-24,,Masivo
C10262,Toño Oller Gonzalez,47.0,F,Lima,Surco,2024-11-24,Web,Masivo
C10180,Cándida Gálvez Serra,42.0,F,Piura,Castilla,2024-11-24,App,Preferente
C02682,Cándida Díez Alba,28.0,M,Arequipa,Yanahuara,2024-11-24,App,Masivo
C05660,Dafne Pili Abascal Adadia,36.0,F,Cusco,Cusco,2024-11-24,Web,Preferente
C05098,Imelda Micaela Acero Marco,34.0,M,Lima,Miraflores,2024-11-24,App,Masivo
C13013,Chema Téllez Giner,24.0,F,Lima,Miraflores,2024-11-24,Tienda,Masivo
C14837,Paca Serra Conde,,M,Cusco,San Sebastian,2024-11-24,Web,Masivo
C06408,Lupita Cortés Jara,34.0,No especificado,Trujillo,Victor Larco,2024-11-25,Tienda,Masivo
C05580,Miriam Llabrés Olmedo,53.0,F,Piura,Catacaos,2024-11-25,Tienda,Masivo
C09027,Joel Gras Salom,45.0,M,Lima,San Isidro,2024-11-25,Tienda,Masivo
C12137,Dan Bernat Maldonado,,F,Trujillo,Trujillo,2024-11-25,Tienda,Masivo
C07216,Ariel Rogelio Carrera Guillen,38.0,M,Lima,San Isidro,2024-11-25,Tienda,Masivo
C09661,Daniel Cáceres Garrido,43.0,F,Trujillo,La Esperanza,2024-11-25,Tienda,Premium
C03975,Graciana Pino Barriga,51.0,M,Cusco,San Jeronimo,2024-11-25,Tienda,Premium
C13965,Belén Rovira Mesa,26.0,M,Lima,Surco,2024-11-25,Tienda,Preferente
C01197,Consuelo Pomares,49.0,F,Lima,Los Olivos,2024-11-25,App,Preferente
C06315,Albina Coca Báez,24.0,F,Piura,Catacaos,2024-11-26,Tienda,Masivo
C11480,Jessica Cuenca Elías,47.0,M,Arequipa,Yanahuara,2024-11-26,Tienda,Masivo
C01022,Luna Roselló Fuertes,36.0,F,Piura,Veintiseis de Octubre,2024-11-26,Tienda,Masivo
C02639,Bernabé Arce Carretero,28.0,F,Arequipa,Socabaya,2024-11-26,App,Masivo
C04218,Amalia Ricarda Oliva Rico,26.0,F,Lima,Los Olivos,2024-11-26,Tienda,Masivo
C06293,Gertrudis Puerta Mate,35.0,F,Piura,Veintiseis de Octubre,2024-11-27,Web,Masivo
C02859,Aureliano Vall Cuenca,33.0,F,Arequipa,Yanahuara,2024-11-27,Tienda,Masivo
C01302,Araceli Falcó Pardo,21.0,F,Piura,Catacaos,2024-11-27,Tienda,Masivo
C04964,Manuela Mosquera-Colomer,19.0,M,Trujillo,Victor Larco,2024-11-27,App,Preferente
C03600,Herminio Solera Perera,39.0,M,Cusco,Cusco,2024-11-27,Tienda,Masivo
C12475,Leyre Alcolea Querol,,M,Trujillo,La Esperanza,2024-11-27,Web,Masivo
C07034,Encarnación Uribe Puig,37.0,F,Lima,Ate,2024-11-27,Web,Preferente
C13760,Paz Solera Paz,29.0,M,Cusco,Wanchaq,2024-11-27,App,Masivo
C06310,Anselmo Ortuño Almagro,33.0,M,Lima,Surco,2024-11-28,Web,Masivo
C14193,Valero Agustí Manzano,30.0,M,Lima,Miraflores,2024-11-28,Tienda,Masivo
C09011,Iker Bermúdez-Fernández,53.0,F,Arequipa,Socabaya,2024-11-28,Tienda,Preferente
C09874,Martín Alemany Valentín,42.0,F,Trujillo,El Porvenir,2024-11-28,Web,Masivo
C04403,Jose Antonio Silva,22.0,M,Cusco,Cusco,2024-11-28,Tienda,Preferente
C10876,Luciana Sandoval-Bonet,36.0,M,Cusco,San Sebastian,2024-11-28,Tienda,Masivo
C05512,Ainoa Gómez Clavero,39.0,F,Lima,Ate,2024-11-28,Tienda,Masivo
C14644,Teresa Polo Figueras,38.0,F,Lima,Comas,2024-11-28,Tienda,Masivo
C05081,Anna Manuel Villalobos,34.0,F,Arequipa,Socabaya,2024-11-28,Web,Masivo
C08624,Alcides Álvarez Torrens,58.0,No especificado,Lima,Los Olivos,2024-11-28,Tienda,Masivo
C13579,Lorena Rubio Jimenez,64.0,M,Arequipa,Cayma,2024-11-28,App,Masivo
C11662,Jose Ramón Nuñez Vergara,62.0,M,Piura,Castilla,2024-11-28,Tienda,Premium
C14797,Pastor Marco Expósito,34.0,F,Lima,Surco,2024-11-28,Tienda,Preferente
C02257,Eva María del Morán,49.0,F,Trujillo,La Esperanza,2024-11-29,Tienda,Masivo
C00952,Gonzalo Perea-Ballesteros,42.0,M,Arequipa,Yanahuara,2024-11-29,Tienda,Premium
C00467,Josefa Valero Heredia,33.0,M,Lima,,2024-11-29,Tienda,Preferente
C04829,Andrés Barrera Arcos,33.0,F,Lima,Los Olivos,2024-11-29,Tienda,Masivo
C04975,Viviana Salamanca Terrón,36.0,M,Lima,Los Olivos,2024-11-29,Web,Masivo
C02774,Malena Morales Coello,32.0,F,Arequipa,Yanahuara,2024-11-29,Web,Masivo
C12502,Manuela Goicoechea Chico,54.0,M,Cusco,Cusco,2024-11-30,App,Masivo
C03438,Malena del Rius,22.0,M,Lima,San Isidro,2024-11-30,Web,Masivo
C00474,Angélica Ester Garrido Torralba,34.0,M,Arequipa,Yanahuara,2024-11-30,Tienda,Masivo
C10367,Adriana Estrada Aguirre,31.0,F,Lima,Surco,2024-11-30,Tienda,Masivo
C14511,Lourdes Morena Campoy Calderón,35.0,No especificado,Cusco,San Jeronimo,2024-11-30,Tienda,Masivo
C06244,Eva María Seco-Hoyos,44.0,F,Lima,Miraflores,2024-11-30,Tienda,Masivo
C04372,Florina Castell Rosell,,M,Lima,Los Olivos,2024-11-30,Web,Masivo
C11693,Marianela Vizcaíno Gabaldón,40.0,F,Arequipa,Cayma,2024-11-30,Tienda,Masivo
C14380,Eustaquio Sales-Frutos,49.0,M,Arequipa,Socabaya,2024-12-01,Web,Masivo
C02176,Merche Molins Gual,20.0,F,Trujillo,Trujillo,2024-12-01,Web,Masivo
C07017,Guiomar Guardiola-Verdejo,47.0,M,Arequipa,Cayma,2024-12-02,Tienda,Masivo
C09208,Espiridión Menéndez Bastida,37.0,M,Trujillo,Trujillo,2024-12-02,Web,Masivo
C12517,Lucía Purificación Bellido Bautista,37.0,F,Arequipa,Cercado,2024-12-02,Tienda,Masivo
C11666,Flavia Barrena Galan,51.0,M,Arequipa,Socabaya,2024-12-02,Web,Preferente
C05947,Maristela Vidal Benito,39.0,M,Arequipa,Socabaya,2024-12-02,App,Masivo
C00458,Geraldo Cerdá Soler,58.0,M,Arequipa,Cercado,2024-12-02,Tienda,Masivo
C00120,Jose Luis Taboada Llorente,36.0,M,Lima,San Isidro,2024-12-02,Tienda,Preferente
C04541,Román Carbajo Barberá,22.0,M,Lima,San Isidro,2024-12-03,Tienda,Masivo
C07257,Danilo Moraleda Cuenca,53.0,M,Lima,San Isidro,2024-12-03,Tienda,Preferente
C01968,Socorro Cañas Contreras,48.0,M,Lima,Surco,2024-12-03,Tienda,Premium
C04246,Ángeles Pera Figueras,34.0,M,Lima,San Isidro,2024-12-03,Tienda,Masivo
C13793,Toño Toledo Hernández,41.0,M,Lima,San Isidro,2024-12-04,Tienda,Masivo
C13130,Florinda Gimeno Nadal,36.0,No especificado,Lima,Comas,2024-12-04,Tienda,Masivo
C10648,Angelino Feijoo Ríos,32.0,F,Cusco,Cusco,2024-12-04,App,Masivo
C03884,Amaya Manjón Tejera,46.0,M,Lima,Los Olivos,2024-12-05,Web,Masivo
C10533,Valentina Iglesias Pinto,32.0,F,Trujillo,Trujillo,2024-12-05,Web,Masivo
C09800,Magdalena Maribel Rozas Olmedo,24.0,F,Cusco,San Sebastian,2024-12-05,Tienda,Preferente
C09162,Javier Madrid Torrecilla,,M,Lima,Los Olivos,2024-12-05,App,Masivo
C12193,Victorino Javier Villaverde Catalá,18.0,F,Trujillo,La Esperanza,2024-12-05,Tienda,Premium
C04604,Pancho Macias Arana,32.0,F,Lima,San Isidro,2024-12-06,App,Masivo
C14378,Santos Villena Valentín,45.0,M,Lima,Comas,2024-12-06,Tienda,Masivo
C08607,Ascensión Aguado Viña,37.0,M,Trujillo,El Porvenir,2024-12-06,Tienda,Masivo
C00471,Fátima Jiménez Mayol,38.0,F,Lima,Ate,2024-12-06,Tienda,Masivo
C10158,Rafa Olivé Franco,53.0,M,Cusco,Wanchaq,2024-12-07,App,Masivo
C10522,Cirino Gracia Gallardo,45.0,No especificado,Trujillo,Trujillo,2024-12-07,App,Masivo
C13227,Leyre Casas Fonseca,,F,Lima,Comas,2024-12-07,Tienda,Preferente
C01409,Paula de Saez,36.0,M,Lima,Comas,2024-12-07,Tienda,Preferente
C11928,Adela Valero Vigil,44.0,F,Lima,Miraflores,2024-12-07,Tienda,Preferente
C08529,Aarón Ródenas,18.0,M,Cusco,,2024-12-07,Tienda,Preferente
C00525,Eliana Abascal Peralta,58.0,F,Arequipa,Socabaya,2024-12-07,Web,Preferente
C06906,Visitación Belda Azcona,20.0,M,Lima,Los Olivos,2024-12-07,Web,Masivo
C12435,María Cristina Valero Caballero,35.0,F,Lima,Ate,2024-12-07,Tienda,Preferente
C08409,Josep Becerra Ruano,66.0,F,Lima,Comas,2024-12-07,Tienda,Masivo
C09681,Máxima Palomo Ureña,18.0,F,Cusco,San Jeronimo,2024-12-07,Tienda,Preferente
C08368,Ambrosio Almagro Ballester,30.0,M,Trujillo,El Porvenir,2024-12-07,Tienda,Premium
C09362,Maricruz Andrés Jordá,22.0,F,Cusco,San Jeronimo,2024-12-08,Tienda,Masivo
C14027,Melchor Miralles,42.0,F,Lima,San Isidro,2024-12-08,Tienda,Preferente
C12299,Arsenio Aznar Solana,30.0,M,Arequipa,Cercado,2024-12-08,Web,Masivo
C09102,Rufino Niño-Lladó,63.0,M,Trujillo,El Porvenir,2024-12-08,Tienda,Masivo
C05614,Dionisia Roca Roig,33.0,M,Arequipa,Yanahuara,2024-12-09,Web,Preferente
C07964,Ángel Carretero Lledó,37.0,F,Lima,Surco,2024-12-09,Web,Masivo
C00344,Zacarías Flor Hurtado,28.0,F,Arequipa,Socabaya,2024-12-09,Tienda,Premium
C01204,Jose Luis Blasco Castellanos,34.0,F,Trujillo,Trujillo,2024-12-09,App,Masivo
C04066,Eusebio de Bou,36.0,F,Lima,Miraflores,2024-12-09,App,Premium
C03107,Rómulo Becerra-Ramón,39.0,F,Lima,Miraflores,2024-12-09,App,Masivo
C02523,Zaida Llabrés-Clemente,52.0,M,Lima,Comas,2024-12-10,Tienda,Masivo
C12827,Lourdes Zabaleta Manso,57.0,F,Trujillo,El Porvenir,2024-12-10,Web,Masivo
C09206,Selena Julián,39.0,F,Lima,Ate,2024-12-11,Tienda,Premium
C05350,Silvio Pedrero Nevado,30.0,M,Lima,Comas,2024-12-11,Web,Premium
C11700,Vinicio Polo Sanmartín,48.0,F,Lima,Surco,2024-12-11,App,Masivo
C08728,Javiera Acuña Botella,18.0,F,Arequipa,Cayma,2024-12-11,Web,Masivo
C00511,Gastón Jose Manuel Guerra Córdoba,42.0,F,Cusco,San Jeronimo,2024-12-11,Web,Premium
C08684,Cirino Moliner Sánchez,47.0,F,Arequipa,Cercado,2024-12-11,Tienda,Preferente
C01315,Kike Laguna-Pérez,37.0,F,Arequipa,Socabaya,2024-12-11,Tienda,Masivo
C14063,Consuela León-Machado,21.0,M,Lima,Comas,2024-12-11,Web,Masivo
C06417,Graciela Mármol Bilbao,47.0,M,Lima,Miraflores,2024-12-11,Web,Masivo
C00381,Bibiana Arranz Esparza,44.0,M,Trujillo,Trujillo,2024-12-12,Tienda,Masivo
C07701,Amor Conde Ibáñez,43.0,F,Lima,Comas,2024-12-12,App,Masivo
C06896,Serafina Barceló Manzano,24.0,M,Lima,Los Olivos,2024-12-12,Tienda,Preferente
C04158,Octavia Catalá-Beltrán,20.0,No especificado,Arequipa,Cayma,2024-12-12,Tienda,Preferente
C00809,Jordi Vélez Espejo,37.0,F,Trujillo,Trujillo,2024-12-12,Web,Premium
C00953,Hilda Piñol Tejero,38.0,No especificado,Arequipa,Socabaya,2024-12-12,Tienda,Masivo
C12503,Angelina Larrea Pérez,31.0,M,Cusco,Cusco,2024-12-13,Web,Masivo
C11392,Pacífica Juliá Marí,18.0,M,Trujillo,Victor Larco,2024-12-13,,Preferente
C13250,Ciríaco del Capdevila,48.0,F,Lima,Miraflores,2024-12-13,Tienda,Preferente
C13917,Agustina Carrillo,40.0,F,Cusco,San Jeronimo,2024-12-13,App,Masivo
C06279,Goyo Sanz Martin,38.0,M,Piura,Catacaos,2024-12-14,Tienda,Masivo
C09384,Flavia Cabañas,36.0,F,Trujillo,El Porvenir,2024-12-14,Tienda,Masivo
C03930,Martina Mireia Bauzà Pol,29.0,F,Arequipa,Cayma,2024-12-14,Tienda,Preferente
C06870,Aura Jordán Jimenez,18.0,M,Lima,Comas,2024-12-14,Tienda,Masivo
